Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\NetSpeed.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\NetSpeed.csproj,,,,,,,,"Bieżąca struktura docelowa: .NETFramework,Version=v4.8 Zalecana struktura docelowa: net10.0-windows"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Resources.Designer.cs,86,12,T:System.Drawing.Bitmap,,,,,"get {                  object obj = ResourceManager.GetObject(""metal1"", resourceCulture);                  return ((System.Drawing.Bitmap)(obj));              }"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Resources.Designer.cs,85,8,T:System.Drawing.Bitmap,,,,,internal static System.Drawing.Bitmap metal1
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Resources.Designer.cs,76,12,T:System.Drawing.Bitmap,,,,,"get {                  object obj = ResourceManager.GetObject(""metal"", resourceCulture);                  return ((System.Drawing.Bitmap)(obj));              }"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Resources.Designer.cs,75,8,T:System.Drawing.Bitmap,,,,,internal static System.Drawing.Bitmap metal
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Resources.Designer.cs,66,12,T:System.Drawing.Bitmap,,,,,"get {                  object obj = ResourceManager.GetObject(""IMG_4058_rawlr"", resourceCulture);                  return ((System.Drawing.Bitmap)(obj));              }"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Resources.Designer.cs,65,8,T:System.Drawing.Bitmap,,,,,internal static System.Drawing.Bitmap IMG_4058_rawlr
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Settings.Designer.cs,15,74,M:System.Configuration.ApplicationSettingsBase.#ctor,,,,,ApplicationSettingsBase
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Properties\Settings.Designer.cs,15,74,T:System.Configuration.ApplicationSettingsBase,,,,,ApplicationSettingsBase
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Program.cs,16,12,T:System.Windows.Forms.Application,,,,,Application.Run(new MainForm());
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Program.cs,16,12,M:System.Windows.Forms.Application.Run(System.Windows.Forms.Form),,,,,Application.Run(new MainForm());
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Program.cs,15,12,T:System.Windows.Forms.Application,,,,,Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Program.cs,15,12,M:System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(System.Boolean),,,,,Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Program.cs,14,12,T:System.Windows.Forms.Application,,,,,Application.EnableVisualStyles();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Program.cs,14,12,M:System.Windows.Forms.Application.EnableVisualStyles,,,,,Application.EnableVisualStyles();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,188,44,T:System.Windows.Forms.Button,,,,,okButton
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,187,45,T:System.Windows.Forms.TextBox,,,,,textBoxDescription
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,186,43,T:System.Windows.Forms.Label,,,,,labelCompanyName
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,185,43,T:System.Windows.Forms.Label,,,,,labelCopyright
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,184,43,T:System.Windows.Forms.Label,,,,,labelVersion
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,183,43,T:System.Windows.Forms.Label,,,,,labelProductName
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,182,48,T:System.Windows.Forms.PictureBox,,,,,logoPictureBox
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,181,54,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,175,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,174,12,T:System.Windows.Forms.PictureBox,,,,,((System.ComponentModel.ISupportInitialize)(this.logoPictureBox)).EndInit();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,173,12,T:System.Windows.Forms.TableLayoutPanel,,,,,this.tableLayoutPanel.PerformLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,173,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.tableLayoutPanel.PerformLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,172,12,T:System.Windows.Forms.TableLayoutPanel,,,,,this.tableLayoutPanel.ResumeLayout(false);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,172,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tableLayoutPanel.ResumeLayout(false);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,171,12,P:System.Windows.Forms.Form.Text,,,,,"this.Text = ""AboutBox1"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,170,12,T:System.Windows.Forms.FormStartPosition,,,,,this.StartPosition = System.Windows.Forms.FormStartPosition.CenterParent;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,170,12,T:System.Windows.Forms.FormStartPosition,,,,,this.StartPosition = System.Windows.Forms.FormStartPosition.CenterParent;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,170,12,F:System.Windows.Forms.FormStartPosition.CenterParent,,,,,this.StartPosition = System.Windows.Forms.FormStartPosition.CenterParent;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,170,12,T:System.Windows.Forms.FormStartPosition,,,,,this.StartPosition = System.Windows.Forms.FormStartPosition.CenterParent;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,170,12,P:System.Windows.Forms.Form.StartPosition,,,,,this.StartPosition = System.Windows.Forms.FormStartPosition.CenterParent;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,169,12,P:System.Windows.Forms.Form.ShowInTaskbar,,,,,this.ShowInTaskbar = false;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,168,12,P:System.Windows.Forms.Form.ShowIcon,,,,,this.ShowIcon = false;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,167,12,T:System.Windows.Forms.Padding,,,,,this.Padding = new System.Windows.Forms.Padding(9);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,167,12,M:System.Windows.Forms.Padding.#ctor(System.Int32),,,,,this.Padding = new System.Windows.Forms.Padding(9);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,167,12,T:System.Windows.Forms.Padding,,,,,this.Padding = new System.Windows.Forms.Padding(9);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,167,12,P:System.Windows.Forms.Control.Padding,,,,,this.Padding = new System.Windows.Forms.Padding(9);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,166,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""AboutBox1"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,165,12,P:System.Windows.Forms.Form.MinimizeBox,,,,,this.MinimizeBox = false;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,164,12,P:System.Windows.Forms.Form.MaximizeBox,,,,,this.MaximizeBox = false;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,163,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.Fixed3D;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,163,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.Fixed3D;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,163,12,F:System.Windows.Forms.FormBorderStyle.Fixed3D,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.Fixed3D;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,163,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.Fixed3D;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,163,12,P:System.Windows.Forms.Form.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.Fixed3D;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,162,12,T:System.Windows.Forms.TableLayoutPanel,,,,,this.Controls.Add(this.tableLayoutPanel);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,162,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.tableLayoutPanel);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,162,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.tableLayoutPanel);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,162,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.tableLayoutPanel);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,161,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new System.Drawing.Size(435, 283);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,160,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,160,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,160,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,160,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,160,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,159,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"this.AutoScaleDimensions = new System.Drawing.SizeF(6F, 13F);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,158,12,T:System.Windows.Forms.Button,,,,,this.AcceptButton = this.okButton;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,158,12,T:System.Windows.Forms.IButtonControl,,,,,this.AcceptButton = this.okButton;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,158,12,P:System.Windows.Forms.Form.AcceptButton,,,,,this.AcceptButton = this.okButton;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,154,12,T:System.Windows.Forms.Button,,,,,this.okButton.Click += new System.EventHandler(this.okButton_Click);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,154,12,E:System.Windows.Forms.Control.Click,,,,,this.okButton.Click += new System.EventHandler(this.okButton_Click);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,153,12,T:System.Windows.Forms.Button,,,,,"this.okButton.Text = ""&OK"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,153,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.okButton.Text = ""&OK"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,152,12,T:System.Windows.Forms.Button,,,,,this.okButton.TabIndex = 24;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,152,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.okButton.TabIndex = 24;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,151,12,T:System.Windows.Forms.Button,,,,,"this.okButton.Size = new System.Drawing.Size(75, 22);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,151,12,P:System.Windows.Forms.Control.Size,,,,,"this.okButton.Size = new System.Drawing.Size(75, 22);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,150,12,T:System.Windows.Forms.Button,,,,,"this.okButton.Name = ""okButton"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,150,12,P:System.Windows.Forms.Control.Name,,,,,"this.okButton.Name = ""okButton"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,149,12,T:System.Windows.Forms.Button,,,,,"this.okButton.Location = new System.Drawing.Point(339, 240);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,149,12,P:System.Windows.Forms.Control.Location,,,,,"this.okButton.Location = new System.Drawing.Point(339, 240);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,148,12,T:System.Windows.Forms.DialogResult,,,,,this.okButton.DialogResult = System.Windows.Forms.DialogResult.Cancel;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,148,12,T:System.Windows.Forms.DialogResult,,,,,this.okButton.DialogResult = System.Windows.Forms.DialogResult.Cancel;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,148,12,F:System.Windows.Forms.DialogResult.Cancel,,,,,this.okButton.DialogResult = System.Windows.Forms.DialogResult.Cancel;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,148,12,T:System.Windows.Forms.Button,,,,,this.okButton.DialogResult = System.Windows.Forms.DialogResult.Cancel;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,148,12,T:System.Windows.Forms.DialogResult,,,,,this.okButton.DialogResult = System.Windows.Forms.DialogResult.Cancel;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,148,12,P:System.Windows.Forms.Button.DialogResult,,,,,this.okButton.DialogResult = System.Windows.Forms.DialogResult.Cancel;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,147,12,T:System.Windows.Forms.AnchorStyles,,,,,this.okButton.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,147,12,T:System.Windows.Forms.AnchorStyles,,,,,this.okButton.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,147,12,F:System.Windows.Forms.AnchorStyles.Right,,,,,this.okButton.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,147,12,T:System.Windows.Forms.AnchorStyles,,,,,this.okButton.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,147,12,T:System.Windows.Forms.AnchorStyles,,,,,this.okButton.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,147,12,F:System.Windows.Forms.AnchorStyles.Bottom,,,,,this.okButton.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\AboutBox1.Designer.cs,147,12,T:System.Windows.Forms.Button,,,,,this.okButton.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
